,Name,Marketcap,Price,Circ. Supply,Blockchain,24h Change,7d Change
1072,Block-Chain.com BC , 521.51K,0, 207.05M, Ethereum (ERC20),0,0
1073,NoLimitCoin NLC2 , 517.83K,0, 505.86M, Own Blockchain,0,0
1074,BitcoinZ BTCZ , 517.69K,0, 5.55B, Own Blockchain,0,0
1075,iXledger IXT , 517.14K,0, 35.78M, Ethereum (ERC20),0,0
1076,DubaiCoin DBIX , 517.01K,0, 4.26M, Own Blockchain,0,0
1077,Copytrack CPY , 512.17K,0, 48.09M, Ethereum (ERC20),0,0
1078,PDATA PDATA , 507.96K,0, 355.92M, Ethereum (ERC20),0,0
1079,RSK Smart Bitcoin RBTC , 504.18K,0, 0, Own Blockchain,0,0
1080,Experience Points XP , 501.09K,0, 289.17B, Own Blockchain,0,0
1081,EBCoin EBC , 499.63K,0, 4.59B, Ethereum (ERC20),0,0
1082,KARMA KARMA , 499.24K,0, 5.42B, EOS,0,0
1083,Sakura Bloom SKB , 498.77K,0, 2.58B, Ethereum (ERC20),0,0
1084,LIFE LIFE , 492.05K,0, 23.44B, Own Blockchain,0,0
1085,Liquidity Network LQD , 490.29K,0, 43.33M, Ethereum (ERC20),0,0
1086,Solaris XLR , 488.43K,0, 1.74M, Own Blockchain,0,0
1087,OracleChain OCT , 487.26K,0, 30M, BitShares,0,0
1088,Prometeus PROM , 486.05K,0, 3.85M, Ethereum (ERC20),0,0
1089,FlypMe FYP , 483.42K,0, 17.64M, Ethereum (ERC20),0,0
1090,ExclusiveCoin EXCL , 478.14K,0, 5.75M, Own Blockchain,0,0
1091,Traxia TM2 , 476.81K,0, 313.29M, Ethereum (ERC20),0,0
1092,EOS TRUST EOST , 476.08K,0, 7.52B, Ethereum (ERC20),0,0
1093,DPRating RATING , 475.3K,0, 2.58B, Ethereum (ERC20),0,0
1094,GMB GMB , 472.31K,0, 517.36M, Ethereum (ERC20),0,0
1095,Ethereum Blue BLUE , 472.18K,0, 36.65M, Ethereum (ERC20),0,0
1096,Alpha Token A , 470.54K,0, 28.17M, Ethereum (ERC20),0,0
1097,ATMChain ATM , 469.79K,0, 4.66B, Ethereum (ERC20),0,0
1098,Kolion KLN , 468.18K,0, 1000K, Waves,0,0
1099,Karbo KRB , 466K,0, 7.96M, Own Blockchain,0,0
1100,Datawallet DXT , 465.74K,0, 390.22M, Ethereum (ERC20),0,0
1101,Bancacy BNY , 459.6K,0, 133.96M, Ethereum (ERC20),0,0
1102,PUBLISH NEWS , 458.72K,0, 229.89M, EOS,0,0
1103,Rivetz RVT , 456.87K,0, 26.24M, Ethereum (ERC20),0,0
1104,StakeCubeCoin SCC , 453.89K,0, 2.1M, Own Blockchain,0,0
1105,Blockport BPT , 453.34K,0, 53.4M, Own Blockchain,0,0
1106,StarCoin KST , 451.5K,0, 1.51B, Ethereum (ERC20),0,0
1107,Pylon Network PYLNT , 449.72K,0, 463.16K, Ethereum (ERC20),0,0
1108,Paragon PRG , 448.84K,0, 22.27M, Ethereum (ERC20),0,0
1109,SophiaTX SPHTX , 448.76K,0, 330.88M, Own Blockchain,0,0
1110,Vetri VLD , 447.71K,0, 271.16M, Ethereum (ERC20),0,0
1111,Wollo WLO , 444.43K,0, 43.06M, Stellar,0,0
1112,Privatix PRIX , 443.07K,0, 1.1M, Ethereum (ERC20),0,0
1113,ParallelCoin DUO , 442.67K,0, 314.72K, Own Blockchain,0,0
1114,Flixxo FLIXX , 442.28K,0, 84.32M, Ethereum (ERC20),0,0
1115,DNotes NOTE , 440.52K,0, 135.04M, Own Blockchain,0,0
1116,Crowd Machine CMCT , 439.16K,0, 470.16M, Ethereum (ERC20),0,0
1117,Ixcoin IXC , 438.88K,0, 21.1M, Own Blockchain,0,0
1118,SnowGem XSG , 436.09K,0, 19.08M, Own Blockchain,0,0
1119,HEROcoin PLAY , 433.33K,0, 186.64M, Ethereum (ERC20),0,0
1120,Zippie ZIPT , 430.08K,0, 271.2M, Ethereum (ERC20),0,0
1121,Zeusshield ZSC , 429.51K,0, 1.17B, Ethereum (ERC20),0,0
1122,ION ION , 426.64K,0, 11.76M, Own Blockchain,0,0
1123,Bitex Global XBX Coin XBX , 426.27K,0, 198.67M, Ethereum (ERC20),0,0
1124,Electrify.Asia ELEC , 425.22K,0, 529.59M, Ethereum (ERC20),0,0
1125,Parkgene GENE , 424.61K,0, 294.76M, Ethereum (ERC20),0,0
1126,Birake BIR , 424.4K,0, 73.32M, Own Blockchain,0,0
1127,CryCash CRC , 423.22K,0, 4.72M, Ethereum (ERC20),0,0
1128,Espers ESP , 421.89K,0, 22.89B, Own Blockchain,0,0
1129,Presearch PRE , 420.5K,0, 155M, Ethereum (ERC20),0,0
1130,Eristica ERT , 418.31K,0, 172.47M, Ethereum (ERC20),0,0
1131,TV-TWO TTV , 413.96K,0, 445.41M, Ethereum (ERC20),0,0
1132,Lobstex LOBS , 411.86K,0, 17.66M, Own Blockchain,0,0
1133,PTON PTON , 410.37K,0, 14.91B, Ethereum (ERC20),0,0
1134,KekCoin KEK , 408.88K,0, 10.72M, Own Blockchain,0,0
1135,HEAT HEAT , 405.88K,0, 42.66M, Own Blockchain,0,0
1136,CoTrader COT , 404.47K,0, 15.73B, Ethereum (ERC20),0,0
1137,Freicoin FRC , 403.17K,0, 55.41M, Own Blockchain,0,0
1138,ZMINE ZMN , 400.74K,0, 163.87M, Ethereum (ERC20),0,0
1139,GoldenPyrex GPYX , 397.94K,0, 9.99M, Ethereum (ERC20),0,0
1140,MinexCoin MNX , 397.29K,0, 5.94M, Own Blockchain,0,0
1141,BitCash BITC , 395.55K,0, 11.98M, Own Blockchain,0,0
1142,Synereo AMP , 394.79K,0, 100.73M, Omni,0,0
1143,Gems GEM , 393.48K,0, 1.15B, Ethereum (ERC20),0,0
1144,CryptoPing PING , 393.35K,0, 9M, Waves,0,0
1145,GoNetwork GOT , 387.21K,0, 71.99M, Ethereum (ERC20),0,0
1146,Hero HERO , 387.17K,0, 12.11M, Ethereum (ERC20),0,0
1147,Graviocoin GIO , 377.42K,0, 985.52M, Own Blockchain,0,0
1148,Pal Network PAL , 375.45K,0, 438.52M, Ethereum (ERC20),0,0
1149,BuzzCoin BUZZ , 373.15K,0, 20B, Own Blockchain,0,0
1150,Mao Zedong MAO , 372.01K,0, 6.37M, Own Blockchain,0,0
1151,Sapien SPN , 371.05K,0, 221.82M, Ethereum (ERC20),0,0
1152,wave edu coin WEC , 368.96K,0, 119.75M, Waves,0,0
1153,ODUWA OWC , 368.07K,0, 2.35M, Own Blockchain,0,0
1154,ToaCoin TOA , 368.04K,0, 4.48B, Own Blockchain,0,0
1155,Raven Protocol RAVEN , 368.02K,0, 1.84B, Own Blockchain,0,0
1156,PHI Token PHI , 366.57K,0, 5.83M, Own Blockchain,0,0
1157,VisionX VNX , 364.02K,0, 3.6B, Ethereum (ERC20),0,0
1158,Honest HNST , 363.24K,0, 51.02M, Binance-Chain BEP-2,0,0
1159,RefToken REF , 362.74K,0, 1M, Ethereum (ERC20),0,0
1160,Nerves NER , 362.61K,0, 3.26B, Ethereum (ERC20),0,0
1161,Qredit XQR , 362.55K,0, 670.47M, Own Blockchain,0,0
1162,Ink Protocol XNK , 360.6K,0, 335.06M, Own Blockchain,0,0
1163,Ether-1 ETHO , 359.1K,0, 37.51M, Own Blockchain,0,0
1164,Uniform Fiscal Object UFO , 358.3K,0, 3.84B, Own Blockchain,0,0
1165,Bezop BEZ , 357.58K,0, 55.69M, Own Blockchain,0,0
1166,Experty EXY , 356.26K,0, 27.09M, Ethereum (ERC223),0,0
1167,LNX Protocol LNX , 354.43K,0, 271.61M, Ethereum (ERC20),0,0
1168,Stipend SPD , 353.5K,0, 11.35M, Own Blockchain,0,0
1169,HOQU HQX , 352.7K,0, 169.14M, Ethereum (ERC20),0,0
1170,MIB Coin MIB , 349.02K,0, 62.61M, Ethereum (ERC20),0,0
1171,Blockparty (BOXX Token) BOXX , 348.17K,0, 32.45M, Ethereum (ERC20),0,0
1172,ONOToken ONOT , 347.31K,0, 16.04B, Ethereum (ERC20),0,0
1173,eXPerience Chain XPC , 344.87K,0, 91.09B, Own Blockchain,0,0
1174,AVINOC AVINOC , 344.36K,0, 389.24M, Ethereum (ERC20),0,0
1175,Masari MSR , 343.5K,0, 11.62M, Own Blockchain,0,0
1176,Almeela KZE , 342.63K,0, 3.73M, Ethereum (ERC20),0,0
1177,Matrexcoin MAC , 341.54K,0, 17.21M, Ethereum (ERC20),0,0
1178,Eroscoin ERO , 340.74K,0, 186.74M, Ethereum (ERC20),0,0
1179,Olympus Labs MOT , 338.66K,0, 38.5M, Ethereum (ERC20),0,0
1180,Paymon PMNT , 338.61K,0, 611.23M, Ethereum (ERC20),0,0
1181,MktCoin MLM , 337.39K,0, 1.21B, Own Blockchain,0,0
1182,Coin Lion LION , 337.31K,0, 32.23M, Ethereum (ERC20),0,0
1183,Globatalent GBT , 337.15K,0, 502.21M, Ethereum (ERC20),0,0
1184,Indorse Token IND , 336.17K,0, 37.48M, Ethereum (ERC20),0,0
1185,Zeon ZEON , 336.1K,0, 25.12B, Ethereum (ERC20),0,0
1186,SHIELD XSH , 334.2K,0, 512.97M, Own Blockchain,0,0
1187,Ace ACE , 333.97K,0, 11.86M, Ethereum (ERC20),0,0
1188,eBoost EBST , 329.99K,0, 99.99M, Own Blockchain,0,0
1189,Cubiex CBIX , 329.88K,0, 27.86M, Binance-Chain BEP-2,0,0
1190,LocalCoinSwap LCS , 327.89K,0, 53.25M, Ethereum (ERC20),0,0
1191,Swap XWP , 327.84K,0, 6.97M, Own Blockchain,0,0
1192,Bitfex BFX , 327.67K,0, 48.54M, Ethereum (ERC20),0,0
1193,Catex Token CATT , 326.83K,0, 814.23M, Ethereum (ERC20),0,0
1194,Bethereum BETHER , 326.79K,0, 501.02M, Ethereum (ERC223),0,0
1195,0xcert ZXC , 326.72K,0, 333.07M, Ethereum (ERC20),0,0
1196,Jarvis+ JAR , 323.63K,0, 71.94M, Ethereum (ERC20),0,0
1197,Linfinity LFC , 323.14K,0, 905.67M, Ethereum (ERC20),0,0
1198,UOS Network UOS , 321.32K,0, 8.55M, Ethereum (ERC20),0,0
1199,DOS Network DOS , 320.31K,0, 131.95M, Ethereum (ERC20),0,0
1200,Storeum STO , 318.99K,0, 126.26M, Ethereum (ERC20),0,0
1201,Swace SWACE , 318.98K,0, 261.81M, Ethereum (ERC20),0,0
1202,Master Contract Token MCT , 317.03K,0, 567.5M, NEO,0,0
1203,Fiii FIII , 316.97K,0, 482.4M, Own Blockchain,0,0
1204,Nestree EGG , 316.24K,0, 308.83M, Ethereum (ERC20),0,0
1205,Graft GRFT , 316.13K,0, 591.48M, Own Blockchain,0,0
1206,Manna MANNA , 311.57K,0, 559.48M, Own Blockchain,0,0
1207,Energo TSL , 309.57K,0, 602.38M, QTUM,0,0
1208,Memetic MEME , 309.34K,0, 29.87M, Own Blockchain,0,0
1209,Mercury MER , 307.88K,0, 100M, Waves,0,0
1210,Data Transaction Token XD , 307.03K,0, 197.97M, Ethereum (ERC20),0,0
1211,Zap ZAP , 305.55K,0, 131.53M, Ethereum (ERC20),0,0
1212,Playkey PKT , 305.11K,0, 13.92M, Ethereum (ERC20),0,0
1213,Motocoin MOTO , 303.95K,0, 19.64M, Own Blockchain,0,0
1214,NOW Token NOW , 303.86K,0, 67.92M, Ethereum (ERC20),0,0
1215,Helium HLM , 303.61K,0, 11.42M, Own Blockchain,0,0
1216,Storiqa STQ , 303.4K,0, 10.92B, Ethereum (ERC20),0,0
1217,Bela BELA , 302.47K,0, 42.66M, Ethereum (ERC20),0,0
1218,B3Coin KB3 , 301.46K,0, 756.33M, Own Blockchain,0,0
1219,RightMesh RMESH , 301.22K,0, 71.15M, Ethereum (ERC20),0,0
1220,Soma SCT , 301.04K,0, 9.77M, Ethereum (ERC20),0,0
1221,JET8 J8T , 300.18K,0, 819.29M, Own Blockchain,0,0
1222,BitScreener Token BITX , 300.18K,0, 159.32M, Ethereum (ERC20),0,0
1223,XPA XPA , 300.09K,0, 57.18M, Own Blockchain,0,0
1224,OBITS OBITS , 299.81K,0, 15.3M, BitShares,0,0
1225,Truegame TGAME , 295.91K,0, 82.58M, Ethereum (ERC20),0,0
1226,REAL REAL , 295.67K,0, 10.06M, Ethereum (ERC20),0,0
1227,Soverain SOVE , 294.83K,0, 360.4K, Own Blockchain,0,0
1228,Vulcano VULC , 292.81K,0, 241.45M, Own Blockchain,0,0
1229,Maincoin MNC , 291.57K,0, 218.92M, Ethereum (ERC20),0,0
1230,FoldingCoin FLDC , 290.61K,0, 778.8M, Counterparty,0,0
1231,Adbank ADB , 288.95K,0, 698.53M, Ethereum (ERC20),0,0
1232,The ChampCoin TCC , 287.52K,0, 175.75M, Own Blockchain,0,0
1233,Kuende KUE , 286.72K,0, 791.87M, Ethereum (ERC20),0,0
1234,Crypto Sports CSPN , 284.73K,0, 1.97M, Own Blockchain,0,0
1235,Alchemint Standards SDS , 284.15K,0, 317.95M, NEO,0,0
1236,Blockpass PASS , 284.04K,0, 167.22M, Ethereum (ERC20),0,0
1237,Hush HUSH , 282.62K,0, 7.57M, Own Blockchain,0,0
1238,Nerva XNV , 282.58K,0, 17.02M, Own Blockchain,0,0
1239,NEOX NEOX , 280.68K,0, 1.07M, Stellar,0,0
1240,Magi XMG , 279.66K,0, 9.2M, Own Blockchain,0,0
1241,Ryo Currency RYO , 278.76K,0, 15.08M, Own Blockchain,0,0
1242,Shard SHARD , 278.62K,0, 19.78M, Own Blockchain,0,0
1243,FidentiaX FDX , 278.55K,0, 105M, Ethereum (ERC20),0,0
1244,1337 1337 , 277.72K,0, 26.51B, Own Blockchain,0,0
1245,ZCore ZCR , 277.02K,0, 5.33M, Own Blockchain,0,0
1246,Monkey Project MONK , 274.62K,0, 7.93M, Own Blockchain,0,0
1247,GoPower GPT , 274.26K,0, 81.23M, Ethereum (ERC20),0,0
1248,Mainstream For The Underground MFTU , 272.42K,0, 1.08B, Ethereum (ERC20),0,0
1249,Vision Industry Token VIT , 270.71K,0, 2.95B, Ethereum (ERC20),0,0
1250,Shivom OMX , 270.67K,0, 911.75M, Ethereum (ERC20),0,0
1251,Wavesbet WBET , 270.18K,0, 44.5B, Waves,0,0
1252,Cobinhood COB , 268.39K,0, 411M, Ethereum (ERC20),0,0
1253,FedoraCoin TIPS , 268.25K,0, 212.27B, Own Blockchain,0,0
1254,Magic Cube Coin MCC , 267.34K,0, 118.69M, Own Blockchain,0,0
1255,BZEdge BZE , 266.44K,0, 2.99B, Own Blockchain,0,0
1256,Membrana MBN , 266.04K,0, 57.91M, Ethereum (ERC20),0,0
1257,PlayGame PXG , 265.49K,0, 906.12M, Ethereum (ERC20),0,0
1258,PUBLYTO Token PUB , 265.05K,0, 1.5B, EOS,0,0
1259,Ethersocial ESN , 262.49K,0, 36.54M, Own Blockchain,0,0
1260,Bigbom BBO , 262.17K,0, 332.95M, Ethereum (ERC20),0,0
1261,Gentarium GTM , 260.75K,0, 3.77M, Own Blockchain,0,0
1262,FortKnoxster FKX , 260.33K,0, 149.08M, Ethereum (ERC20),0,0
1263,CYBR Token CYBR , 259.01K,0, 16.33M, Ethereum (ERC20),0,0
1264,Matchpool GUP , 258.36K,0, 75M, Ethereum (ERC20),0,0
1265,CryptoAds Marketplace CRAD , 257.45K,0, 14.27M, Ethereum (ERC20),0,0
1266,EDRCoin EDRC , 252.94K,0, 2.93M, Own Blockchain,0,0
1267,Bitcoin CZ BCZ , 252.57K,0, 2.48M, Own Blockchain,0,0
1268,FirstCoin FRST , 249.66K,0, 31.21M, Own Blockchain,0,0
1269,PiplCoin PIPL , 249.1K,0, 83.44M, Ethereum (ERC20),0,0
1270,uPlexa UPX , 247.73K,0, 1.9B, Own Blockchain,0,0
1271,PENG PENG , 245.13K,0, 8.78B, Own Blockchain,0,0
1272,Bayan Token BYT , 244.46K,0, 238.27K, Ethereum (ERC20),0,0
1273,Utrum OOT , 242.86K,0, 64.8M, Komodo dICO,0,0
1274,Asgard ASG , 242.58K,0, 774.88M, Ethereum (ERC20),0,0
1275,Yocoin YOC , 241.28K,0, 369.66M, Own Blockchain,0,0
1276,Plus-Coin NPLC , 241.12K,0, 469.95M, Ethereum (ERC20),0,0
1277,LALA World LALA , 241.08K,0, 249.33M, Ethereum (ERC20),0,0
1278,Snovian.Space SNOV , 231.94K,0, 288.55M, Ethereum (ERC20),0,0
1279,EncryptoTel [WAVES] ETT , 230.47K,0, 62.13M, Waves,0,0
1280,Giant GIC , 228.13K,0, 6.25M, Own Blockchain,0,0
1281,Bitcoin Incognito XBI , 228K,0, 11.58M, Own Blockchain,0,0
1282,Sumokoin SUMO , 224.97K,0, 10.09M, Own Blockchain,0,0
1283,TokenStars TEAM TEAM , 223.95K,0, 11.85M, Ethereum (ERC20),0,0
1284,Repme RPM , 223.93K,0, 62.04B, Ethereum (ERC20),0,0
1285,MaxCoin MAX , 223.55K,0, 61.45M, Own Blockchain,0,0
1286,Startcoin START , 222.88K,0, 45.08M, Own Blockchain,0,0
1287,Bitcoin Scrypt BTCS , 221.83K,0, 17.62M, Own Blockchain,0,0
1288,ClearPoll POLL , 221.37K,0, 7M, Ethereum (ERC20),0,0
1289,Trollcoin TROLL , 220.96K,0, 592.15M, Own Blockchain,0,0
1290,Invacio INV , 218.69K,0, 29.37M, Ethereum (ERC20),0,0
1291,Formosa Financial FMF , 218.52K,0, 1.79B, Ethereum (ERC20),0,0
1292,Carboncoin CARBON , 217.49K,0, 15.39B, Own Blockchain,0,0
1293,Scala XLA , 217.19K,0, 8.62B, Own Blockchain,0,0
1294,On.Live ONL , 216.06K,0, 21.62M, Ethereum (ERC20),0,0
1295,Decimated DIO , 215.82K,0, 54.99M, Ethereum (ERC20),0,0
1296,DOVU DOV , 214.06K,0, 399.76M, Ethereum (ERC20),0,0
1297,CoinMetro Token XCM , 213.37K,0, 8.5M, Ethereum (ERC20),0,0
1298,Starbase STAR , 213.17K,0, 187.5M, Ethereum (ERC20),0,0
1299,LanaCoin LANA , 211.93K,0, 1.14B, Own Blockchain,0,0
1300,Birdchain BIRD , 211.91K,0, 149.06M, Ethereum (ERC20),0,0
1301,Mithril Ore MORE , 208.3K,0, 12.75K, Ethereum (ERC20),0,0
1302,Etheera ETA , 206.49K,0, 7.19B, Ethereum (ERC20),0,0
1303,Scorum Coins SCR , 206.48K,0, 29.27M, Own Blockchain,0,0
1304,Aditus ADI , 205.83K,0, 234.11M, Ethereum (ERC20),0,0
1305,Olive OLE , 205.26K,0, 277.01M, Ethereum (ERC20),0,0
1306,Lethean LTHN , 205.09K,0, 732.82M, Own Blockchain,0,0
1307,ALBOS ALB , 204.57K,0, 11.99B, Ethereum (ERC20),0,0
1308,Connect Coin XCON , 203.54K,0, 39M, Ethereum (ERC20),0,0
1309,DogeCash DOGEC , 201.6K,0, 3.61M, Own Blockchain,0,0
1310,Chronologic DAY , 201.5K,0, 915.41K, Ethereum (ERC20),0,0
1311,View VIEW , 200.04K,0, 35.09M, Ethereum (ERC20),0,0
1312,WPP Token WPP , 198.92K,0, 283.52M, Ethereum (ERC20),0,0
1313,IDEX Membership IDXM , 198.77K,0, 2K, Ethereum (ERC20),0,0
1314,IP Exchange IPSX , 198.43K,0, 943.18M, Ethereum (ERC20),0,0
1315,WABnetwork WAB , 198.1K,0, 8.97B, Ethereum (ERC20),0,0
1316,Ties.DB TIE , 198.02K,0, 40.82M, Ethereum (ERC20),0,0
1317,VeriumReserve VRM , 197.42K,0, 2.42M, Own Blockchain,0,0
1318,Aston ATX , 196.89K,0, 824M, Ethereum (ERC20),0,0
1319,Auxilium AUX , 196.73K,0, 113.14M, Own Blockchain,0,0
1320,Bob’s Repair BOB , 196.52K,0, 183.64M, Ethereum (ERC20),0,0
1321,RealChain RCT , 195.97K,0, 434.36M, Own Blockchain,0,0
1322,Internet of People IOP , 195.9K,0, 13.46M, Own Blockchain,0,0
1323,Bridge Protocol BRDG , 195K,0, 224.09M, NEO,0,0
1324,Arionum ARO , 193.34K,0, 159.43M, Own Blockchain,0,0
1325,BitDegree BDG , 192.32K,0, 374.56M, Ethereum (ERC20),0,0
1326,Arbidex ABX , 192.16K,0, 20.35M, Ethereum (ERC20),0,0
1327,FujiCoin FJC , 192.08K,0, 2.35B, Own Blockchain,0,0
1328,SyncFab MFG , 188.98K,0, 184.02M, Ethereum (ERC20),0,0
1329,CryptoCarbon CCRB , 188.87K,0, 24.69M, Own Blockchain,0,0
1330,Bolivarcoin BOLI , 187.95K,0, 13.84M, Own Blockchain,0,0
1331,Aryacoin AYA , 187.37K,0, 72.07M, Own Blockchain,0,0
1332,Dether DTH , 187.24K,0, 85M, Ethereum (ERC20),0,0
1333,Coinlancer CL , 187.02K,0, 79.62M, Ethereum (ERC20),0,0
1334,Zennies ZENI , 186.73K,0, 1B, Own Blockchain,0,0
1335,GlobalBoost-Y BSTY , 186.22K,0, 17.53M, Own Blockchain,0,0
1336,Neutron NTRN , 186.13K,0, 39.12M, Own Blockchain,0,0
1337,Sharpay S , 185.93K,0, 1.03B, Ethereum (ERC20),0,0
1338,MetaMorph METM , 185.54K,0, 148.57M, Ethereum (ERC20),0,0
1339,DopeCoin DOPE , 185.3K,0, 116.85M, Own Blockchain,0,0
1340,PikcioChain PKC , 184.66K,0, 50.12M, NEO,0,0
1341,Signal Token SIG , 184K,0, 245.44M, Ethereum (ERC20),0,0
1342,Energycoin ENRG , 182.58K,0, 122.33M, Own Blockchain,0,0
1343,Seal Network SEAL , 182.46K,0, 515.11M, Ethereum (ERC20),0,0
1344,Nitro NOX , 181.89K,0, 95.08M, Ethereum (ERC20),0,0
1345,EveriToken EVT , 181.1K,0, 7.25M, Own Blockchain,0,0
1346,HeartBout HB , 180.99K,0, 53.2M, Ethereum (ERC20),0,0
1347,AudioCoin ADC , 179.3K,0, 980.73M, Own Blockchain,0,0
1348,Business Credit Alliance Chain BCAC , 179.2K,0, 475.31M, Ethereum (ERC20),0,0
1349,BlitzPredict XBP , 178.66K,0, 377.6M, Ethereum (ERC20),0,0
1350,BlockMesh BMH , 178.27K,0, 273.04M, Own Blockchain,0,0
1351,Bulwark BWK , 177.22K,0, 14.92M, Own Blockchain,0,0
1352,Equal EQL , 177K,0, 327.75M, Ethereum (ERC20),0,0
1353,INMAX INX , 176.59K,0, 2.52M, Ethereum (ERC20),0,0
1354,ZENZO ZNZ , 176.39K,0, 10.35M, Own Blockchain,0,0
1355,eSDChain SDA , 174.83K,0, 97.95M, Ethereum (ERC20),0,0
1356,HelloGold HGT , 174.8K,0, 263.03M, Ethereum (ERC20),0,0
1357,BitSend BSD , 173.52K,0, 24.97M, Own Blockchain,0,0
1358,AdHive ADH , 171.58K,0, 131.38M, Ethereum (ERC20),0,0
1359,Hercules HERC , 170.41K,0, 56.33M, Ethereum (ERC20),0,0
1360,EverGreenCoin EGC , 170.35K,0, 14.07M, Own Blockchain,0,0
1361,Phoenixcoin PXC , 169.9K,0, 72.85M, Own Blockchain,0,0
1362,Pesetacoin PTC , 169.43K,0, 139.71M, Own Blockchain,0,0
1363,Noir NOR , 169.41K,0, 20.18M, Own Blockchain,0,0
1364,Tokenbox TBX , 168.87K,0, 11.43M, Ethereum (ERC20),0,0
1365,UChain UCN , 168.49K,0, 305.35M, Ethereum (ERC20),0,0
1366,Golfcoin GOLF , 168.35K,0, 35.34B, Own Blockchain,0,0
1367,TENA TENA , 167.02K,0, 2.67M, Ethereum (ERC20),0,0
1368,AiLink Token ALI , 166.6K,0, 5.07B, Ethereum (ERC20),0,0
1369,Gravity GZRO , 165.35K,0, 1.77B, Own Blockchain,0,0
1370,Bitstar BITS , 163.94K,0, 20.71M, Own Blockchain,0,0
1371,PutinCoin PUT , 163.9K,0, 878.47M, Own Blockchain,0,0
1372,eBTC EBTC , 163.71K,0, 18.9M, Ethereum (ERC20),0,0
1373,Parachute PAR , 163.46K,0, 351.61M, Ethereum (ERC20),0,0
1374,CREDIT CREDIT , 162.18K,0, 17.96B, Own Blockchain,0,0
1375,Autonio NIO , 161.66K,0, 106.16M, Ethereum (ERC20),0,0
1376,HeroNode HER , 160.99K,0, 1.07B, Own Blockchain,0,0
1377,Dinastycoin DCY , 160.38K,0, 1.9B, Own Blockchain,0,0
1378,TigerCash TCH , 159.63K,0, 10.14M, Ethereum (ERC20),0,0
1379,Monarch MT , 158.21K,0, 25.33M, Ethereum (ERC20),0,0
1380,Suretly SUR , 158.15K,0, 234.48K, Ethereum (ERC20),0,0
1381,BioCoin BIO , 157.8K,0, 845.79M, Own Blockchain,0,0
1382,MyBit MYB , 157.66K,0, 153.91M, Ethereum (ERC20),0,0
1383,SnapCoin SNPC , 157.48K,0, 435.69M, Ethereum (ERC20),0,0
1384,VoteCoin VOT , 157.11K,0, 66.46M, Own Blockchain,0,0
1385,Paycent PYN , 157.11K,0, 14.36M, Ethereum (ERC20),0,0
1386,Capricoin CPC , 156.92K,0, 1.99M, Own Blockchain,0,0
1387,Helleniccoin HNC , 155.6K,0, 69.5M, Own Blockchain,0,0
1388,TrueDeck TDP , 154.61K,0, 30.72M, Ethereum (ERC20),0,0
1389,Ethouse HORSE , 154.47K,0, 110.62M, Ethereum (ERC20),0,0
1390,LHT LHT , 153.69K,0, 50M, Own Blockchain,0,0
1391,CROAT CROAT , 153.48K,0, 71.53M, Own Blockchain,0,0
1392,DAV Token DAV , 153.18K,0, 691.71M, Ethereum (ERC20),0,0
1393,Sparkpoint SRK , 153.18K,0, 2.93B, Ethereum (ERC20),0,0
1394,Shadow Token SHDW , 151.5K,0, 7M, Waves,0,0
1395,Nexxo NEXXO , 150.8K,0, 94.95M, Ethereum (ERC20),0,0
1396,Coinchase CCH , 149.68K,0, 1.59B, Ethereum (ERC20),0,0
1397,Ultimate Secure Cash USC , 148.3K,0, 10.34M, Own Blockchain,0,0
1398,Zetacoin ZET , 147.9K,0, 170.48M, Own Blockchain,0,0
1399,TrakInvest TRAK , 147.85K,0, 83.93M, Ethereum (ERC20),0,0
1400,TrumpCoin TRUMP , 147.33K,0, 6.6M, Own Blockchain,0,0
1401,Commercium CMM , 147.16K,0, 44.3M, Own Blockchain,0,0
1402,Jetcoin JET , 146.8K,0, 7.39M, Ethereum (ERC20),0,0
1403,EUNO EUNO , 145.29K,0, 28.76M, Own Blockchain,0,0
1404,Banyan Network BBN , 145.01K,0, 610.74M, Ethereum (ERC20),0,0
1405,Bitzeny ZNY , 144.91K,0, 75.61M, Own Blockchain,0,0
1406,Opus OPT , 143.74K,0, 140.08M, Ethereum (ERC20),0,0
1407,Netko NETKO , 143.2K,0, 8.83M, Own Blockchain,0,0
1408,DIMCOIN DIM , 141.03K,0, 2.1B, NEM,0,0
1409,ANON ANON , 140.24K,0, 7.59M, Own Blockchain,0,0
1410,WIZBL WBL , 139.93K,0, 150M, Own Blockchain,0,0
1411,Minereum MNE , 139.24K,0, 7.25M, Ethereum (ERC20),0,0
1412,FSBT API Token FSBT , 139.05K,0, 3.51M, Ethereum (ERC20),0,0
1413,BitBar BTB , 138.29K,0, 43.15K, Own Blockchain,0,0
1414,PeepCoin PCN , 138.04K,0, 70.27B, Own Blockchain,0,0
1415,Atonomi ATMI , 137.91K,0, 492.73M, Ethereum (ERC20),0,0
1416,Gexan GEX , 135.53K,0, 2.03M, Own Blockchain,0,0
1417,PoSW Coin POSW , 134.73K,0, 44.1M, Own Blockchain,0,0
1418,Playgroundz IOG , 134.62K,0, 28.55M, Ethereum (ERC20),0,0
1419,Moneynet MNC , 134.55K,0, 3.94B, Ethereum (ERC20),0,0
1420,Webcoin WEB , 133.29K,0, 42.93M, Waves,0,0
1421,CaixaPay CXP , 133.2K,0, 78.91M, Own Blockchain,0,0
